Unnamed: 0,title,date,stock,predicted_label,predicted_score
1000908.0,"The Daily Biotech Pulse: Adverum Snags Fast Track Designation, Crispr To Offer Shares, Elanco Animal Health To Debut",2018-09-20 09:02:00-04:00,PFE,Industry Updates,0.50506991147995
824257.0,"UPDATE: MGT Says Company To Exclusively License D-Vasive Source Code and Tech Platform, Commercialization Plans Of Sentinel and E-Tagged Technology Still In Place As Previously Disclosed",2016-10-11 15:14:00-04:00,MGT,Company News,0.512275755405426
293809.0,Top 4 Stocks In The Diversified Computer Systems Industry With The Highest Cash,2011-08-11 04:10:00-04:00,CRAY,Investment News,0.3721112012863159
406983.0,Exceed Company Announces $10M Share Repurchase Program ,2011-08-15 16:15:00-04:00,EDS,Company News,0.6572890281677246
497165.0,J.P. Morgan Discusses Fiserv After Analysts Day (FISV),2010-10-07 07:01:00-04:00,FISV,Company News,0.3603116571903229
1407398.0,Horsehead Expects Noncash Charges Related to Hedging Transactions; Adjustment of $0.23/Share,2011-07-11 09:33:00-04:00,ZINC,Company News,0.3392941355705261
746582.0,How Did The Rail Group's Earnings Look?,2017-01-20 09:34:00-05:00,KSU,Company News,0.3335001766681671
1244822.0,Tofutti Brands Inc. Reports Q1 EPS of $0.02; Revenue of $3.90M,2014-05-13 11:14:00-04:00,TOF,Company News,0.6200931072235107
470653.0,"Morgan Stanley Maintains Equal-Weight on Expedia Group, Raises Price Target to $85",2020-06-03 08:59:00-04:00,EXPE,Investment News,0.3903900682926178
1200912.0,"Nomura Maintains Buy on Stanley Black & Decker, Raises Price Target to $163",2019-07-24 07:43:00-04:00,SWK,Investment News,0.44578656554222107
864391.0,"Shares of several iron ore, metal, and industrial companies are trading higher after China's iron ore futures rose on expectations that mining production will not be able to meet high demand.",2019-06-11 09:54:00-04:00,MT,Company News,0.21453990042209625
951711.0,"Earnings Scheduled For February 24, 2014",2014-02-24 04:55:00-05:00,OKE,Company News,0.25846877694129944
833165.0,3M Introduces 5-Year Plan That Reflects 'Confidence In Driving Efficient Growth',2016-03-29 13:08:00-04:00,MMM,Company News,0.4133657217025757
705545.0,"Stocks Which Set New 52-Week Low Friday, October 5th",2018-10-08 09:27:00-04:00,JKS,Market Trends,0.32559099793434143
346749.0,How Does Target's New $5 Billion Buyback Plan Stack Up Against Other Retailers?,2016-09-21 13:26:00-04:00,DDS,Company News,0.24657130241394043
336177.0,"Guggenheim Initiates Coverage On Dana with Buy Rating, Announces $27.00 Price Target",2017-06-21 06:28:00-04:00,DAN,Investment News,0.5342727303504944
697086.0,"News Summary (NBR, AMR, DAL, JBLU, ADBE)",2010-09-22 11:18:00-04:00,JBLU,Company News,0.42193958163261414
1218404.0,Tech Data Europe Announces Will Manage Supply Chain Services for Google's Chromecast,2014-03-31 08:50:00-04:00,TECD,Company News,0.6678668856620789
665063.0,"Incyte PDUFA Date Pushed Back, JMP Discusses Impact",2017-01-17 08:13:00-05:00,INCY,Company News,0.5994117856025696
735596.0,Wall Street's M&A Chatter From January 24,2017-01-25 07:00:00-05:00,KO,Investment News,0.3735398054122925
751367.0,"Earnings Scheduled For August 23, 2012",2012-08-23 04:33:00-04:00,LANC,Company News,0.25824809074401855
854842.0,Shares of several petroleum companies are trading lower after crude oil prices drop over 3% on concerns of an economic slowdown in China.,2019-01-22 10:44:00-05:00,MRO,Company News,0.2106664925813675
695565.0,"Top 5 Mid-Cap NYSE Stocks In The Technology Sector With The Highest Sales (TNE, CSC, AUO, Q, JBL)",2010-05-14 05:57:00-04:00,JBL,Company News,0.38845646381378174
1109541.0,Cisco's (Nasdaq: CSCO) Huge Miss Bodes Well For This Stock,2010-11-11 17:05:00-05:00,RVBD,Investment News,0.3944154977798462
596921.0,Was The Baker Hughes/Halliburton Breakup A Win-Win?,2016-05-03 11:44:00-04:00,HAL,Company News,0.21830421686172485
1080069.0,Mid-Day Market Update: McDonald's Drops On Weak November Sales; Acceleron Pharma Shares Jump,2014-12-08 12:56:00-05:00,REXX,Company News,0.42886000871658325
388602.0,Gold Is In The Spotlight; Marc Cuban Thinks It Could Be A 'Safe Haven',2016-02-11 13:21:00-05:00,DUST,Market Trends,0.41327595710754395
891637.0,How To Trade The Expected Expansion In U.S. Infrastructure Spending,2017-02-15 10:54:00-05:00,NDSN,Economic Indicators,0.2782069742679596
1327985.0,"Piper Jaffray Reiterates Vertex Pharmaceuticals Overweight, $48 PT (VRTX)",2011-02-04 09:01:00-05:00,VRTX,Investment News,0.5822238922119141
1094022.0,"UPDATE: J.P. Morgan Initiates Coverage on Re/Max Holdings on High Quality Lower-Risk Housing Trade, But Fully Valuation",2013-10-28 09:03:00-04:00,RMAX,Investment News,0.5440706610679626
1248063.0,Lunda Construction Awarded $130 Million Highway 41 DePere-Suamico Contract ,2013-08-07 08:33:00-04:00,TPC,Company News,0.6193479299545288
836250.0,"MannKind Q1 EPS $(0.25) Misses $(0.23) Estimate, Sales $3.465M Miss $4.24M Estimate",2018-05-09 16:02:00-04:00,MNKD,Company News,0.3928759694099426
235358.0,Church & Dwight Q2 Earnings Preview,2019-07-30 14:18:00-04:00,CHD,Company News,0.6391732096672058
28413.0,Owning Gold Is Gone With The Wind (GLD),2011-01-05 15:54:00-05:00,ADP,Market Trends,0.296248197555542
1140717.0,Sino-Global Signs Two Year General Agency Service Agreement; Expected To Add Approximately $12M In Revenue Annually,2020-06-08 08:32:00-04:00,SINO,Company News,0.3210882842540741
1079152.0,Douglas Kass Tweet: 'After assessing the Ocwen news I am adding to RESI under $28/share. A full discussion will be on RealMoneyPro shortly',2014-02-06 13:41:00-05:00,RESI,Industry Updates,0.25908544659614563
1109905.0,Revolution Lighting Technologies to Acquire Value Lighting and Affiliates for $35.6M,2014-03-10 06:32:00-04:00,RVLT,Company News,0.3170320987701416
30906.0,"Citigroup Downgrades Adtran from Buy to Neutral, Lowers PT from $35 to $25",2012-07-12 05:59:00-04:00,ADTN,Investment News,0.5052326321601868
60340.0,ALIM: FDA Grants Iluvien NDA Priority Review,2010-08-31 09:11:00-04:00,ALIM,Company News,0.4474324882030487
483206.0,UNUSUAL OPTIONS ACTIVITY: Freeport McMoRan May 31st Calls Showing Wildly Different Strike Prices,2013-05-16 13:28:00-04:00,FCX,Company News,0.28997087478637695
750929.0,Lakeland Industries to Report Q2 FY11 Results (LAKE),2010-09-02 10:33:00-04:00,LAKE,Company News,0.5088819265365601
186583.0,Buffett Says First Spoke With BofA's Moynihan Wed Morning -CNBC,2011-08-25 09:32:00-04:00,BRK,Company News,0.4648570716381073
854652.0,108 Biggest Movers From Yesterday,2020-03-11 05:34:00-04:00,MRO,Market Trends,0.33423373103141785
649460.0,"Homeland Security Secretary Johnson Assures Issues at NYSE, United Are Apparently Not Rerlated to 'Nefarious' Activity",2015-07-08 13:21:00-04:00,ICE,Company News,0.40823864936828613
1033490.0,Primoris Wins $50M In Solar Awards,2020-05-01 08:01:00-04:00,PRIM,Company News,0.33734452724456787
841353.0,Bloom Box (Bloom Energy) IPO?,2010-03-26 14:37:00-04:00,MOD,Company News,0.3330693542957306
955794.0,Sterne Agee Lowers PT On Old National Bancorp To $13,2011-09-08 07:30:00-04:00,ONB,Investment News,0.4479094445705414
256882.0,Euro Tech Holdings Shares Rise 55% Premarket Following Earnings Report; Co Says Positive about Ballast Water Business,2018-05-15 07:40:00-04:00,CLWT,Company News,0.473248690366745
1012585.0,"Barclays Maintains Equal-Weight on Packaging Corp of America, Lowers Price Target to $95",2018-10-29 11:06:00-04:00,PKG,Investment News,0.31986427307128906
369331.0,"Wells Fargo Initiates Coverage On Dollar Tree with Outperform Rating, Announces $106.00 Price Target",2017-11-03 07:45:00-04:00,DLTR,Investment News,0.47387927770614624
1272230.0,This ETF Is No Turkey,2010-07-29 07:28:00-04:00,TUR,Global Events,0.34210529923439026
832999.0,Dow Earnings: Big Expectations For Caterpillar And 3M,2018-01-21 09:16:00-05:00,MMM,Company News,0.35263097286224365
907737.0,"Stifel Nicolaus Upgrades Navios Maritime Holdings Inc. to Buy, Announces $14.00 PT",2014-03-06 07:06:00-05:00,NM,Investment News,0.5057554244995117
611740.0,"Goldman Sachs Maintains Buy on Holly Energy Partners, Raises PT to $35.00",2016-03-18 06:49:00-04:00,HEP,Investment News,0.42723631858825684
1109395.0,UPDATE: Deutsche Bank Lowers PT on Riverbed Technology to $31,2011-07-20 08:57:00-04:00,RVBD,Company News,0.30682528018951416
19802.0,30 Stocks Moving in Monday's Pre-Market Session,2020-02-10 07:30:00-05:00,ACST,Market Trends,0.354756236076355
1352265.0,Tesla Unveils Revolutionary New Finance Product,2013-04-02 16:56:00-04:00,WFC,Company News,0.45548197627067566
919644.0,"UBS Research Summary (FLEX, ARW, BHI, BKI, CTXS, DPS, EGN, ESRX, ISIL, LIS, PH, TMO, UHS, WLP, XLNX, NSC)",2011-04-28 12:25:00-04:00,NSC,Investment News,0.28892287611961365
821452.0,Insurers Could Drop Long-Term Care,2010-11-23 15:37:00-05:00,MFC,Market Trends,0.32790225744247437
1173026.0,Sequential Brands Reports Launch of Office by Martha Stewart Exclusively at Staples,2016-02-22 08:14:00-05:00,SPLS,Company News,0.696440577507019
1112323.0,"SAExploration shares are trading higher after the company late Monday reported a combined $130 million of new projects om Alaska, Canada and the Middle East.",2019-11-19 06:17:00-05:00,SAEX,Company News,0.30615416169166565
620973.0,Shares of several gold and silver companies are trading higher. Gold prices spiked after the Federal Reserve announced a surprise 50 bps rate cut as investors may be attracted to gold as a hedge against potential inflation.,2020-03-03 10:39:00-05:00,HMY,Market Trends,0.23957864940166473
980756.0,"Earnings Scheduled For October 2, 2018",2018-10-02 04:40:00-04:00,PAYX,Company News,0.2799209654331207
694004.0,58 Biggest Movers From Yesterday,2019-07-17 04:59:00-04:00,JBHT,Market Trends,0.3421213626861572
495540.0,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Market Trends,0.35530194640159607
87215.0,"Apollo Global Management, LLC Reports Q1 EPS of $0.32 vs $0.60 Est; Revenue of $491.40M vs $525.05M Est",2014-05-08 07:09:00-04:00,APO,Company News,0.6183693408966064
1082359.0,Royal Gold Acquires Additional $18M in Seabridge Common Shares at 15% Premium to Market ,2012-12-13 22:42:00-05:00,RGLD,Investment News,0.39736002683639526
204911.0,China Automotive Systems Reports Preliminary Q4 Revenue of $100.5M,2011-04-08 09:06:00-04:00,CAAS,Company News,0.43167510628700256
199069.0,"Earnings Scheduled For April 23, 2020",2020-04-23 04:23:00-04:00,BX,Investment News,0.2587103545665741
819981.0,MetLife Raises Qtr. Dividend From $0.44 To $0.46/Share,2020-04-28 16:21:00-04:00,MET,Company News,0.4355528652667999
1300822.0,Housing Starts Plunge in October - Analyst Blog,2010-11-17 12:33:00-05:00,USG,Market Trends,0.476997435092926
1558.0,Morneau Sobeco Announces Positive Second Quarter Results,2009-08-12 12:01:00-04:00,A,Company News,0.7385245561599731
1374147.0,"Woodward, Inc. Reports Q1 EPS of $0.34 vs $0.40 Est",2014-01-21 16:00:00-05:00,WWD,Company News,0.6475165486335754
652616.0,Idera Pharmaceuticals Presents Data from the ILLUMINATE-204 Trial of the Combination of Tilsotolimod and Ipilimumab for Unresectable or Metastatic Melanoma Following Failure of PD-1 Inhibitor Treatment at ESMO 2018,2018-10-19 06:04:00-04:00,IDRA,Company News,0.4350014925003052
286504.0,"Pershing Square's Ackman Says His Nominees for Canadian Pacific Recognize Need for Management Changes; If Ackman Gets Nominees, Board Will Search for CEO -Bloomberg",2012-04-25 11:23:00-04:00,CP,Company News,0.36860913038253784
1321701.0,Rackspace to Host over 3 Million Daily Transactions with Vodafone M-PESA   ,2010-09-29 09:08:00-04:00,VOD,Company News,0.38131192326545715
668883.0,"Janney Capital Reinstates Buy on Summit Hotel Properties, Inc., Announces $11.75 PT",2013-03-12 07:33:00-04:00,INN,Investment News,0.46342745423316956
863319.0,MSC Industrial Direct Reports Q1 EPS of $0.95 vs $0.98 Est; Revenue of $731.10M vs $732.87M Est,2015-01-07 07:01:00-05:00,MSM,Company News,0.613920271396637
365665.0,"Barclays Upgrades Dick's Sporting Goods to Overweight, Raises Price Target to $56",2019-11-27 06:20:00-05:00,DKS,Investment News,0.4350584149360657
1295650.0,Upland Software Names Tim Mattox President,2015-02-04 09:16:00-05:00,UPLD,Company News,0.6377437710762024
1314609.0,"3 Trending Oil And Gas Stocks Amid Trade War, Middle East Tensions",2019-10-17 16:55:00-04:00,VLO,Global Events,0.5596885681152344
395468.0,Petrobras Swaps Rising,2011-01-09 22:33:00-05:00,E,Market Trends,0.4013848900794983
63548.0,Wedbush Raises PT on Allot Communications to $20,2011-12-16 06:41:00-05:00,ALLT,Investment News,0.4278334081172943
357323.0,Shares of several healthcare companies are trading lower amid overall market weakness caused by the coronavirus which has decreased consumer spending and economic activity.,2020-04-15 10:05:00-04:00,DGX,Company News,0.2423882931470871
921749.0,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,NTAP,Market Trends,0.2726426124572754
183324.0,Broadridge Closes DST's North American Customer Communications Business Acquisition,2016-07-01 14:40:00-04:00,BR,Company News,0.631026566028595
1016991.0,10 Industrials Stocks Moving In Thursday's Pre-Market Session,2020-03-05 07:55:00-05:00,PLUG,Market Trends,0.390447735786438
430884.0,"Citigroup Maintains Neutral on Equity Commonwealth, Raises Price Target to $33",2020-04-07 10:40:00-04:00,EQC,Investment News,0.46395230293273926
224511.0,"JP Morgan Maintains Neutral on Cogent Comms Hldgs, Raises Price Target to $61",2019-11-08 08:24:00-05:00,CCOI,Investment News,0.4104669392108917
150177.0,Stocks That Hit 52-Week Highs On Tuesday,2019-12-17 11:19:00-05:00,BDX,Market Trends,0.35483604669570923
309094.0,Freight Rail Seeks Ways To Stay Afloat Amid Sinking Rail Volumes,2019-11-25 11:41:00-05:00,CSX,Company News,0.31677019596099854
426490.0,Why Enzo Biochem Shares Are Rallying,2020-04-23 13:22:00-04:00,ENZ,Investment News,0.464825838804245
848481.0,Melco Crown Reports Prelim. 1H Sales $2.44B,2013-08-28 07:16:00-04:00,MPEL,Company News,0.5436708331108093
677156.0,Innophos Holdings Raises Dividend 8% to $0.27 Per Share,2012-02-27 15:09:00-05:00,IPHS,Company News,0.3644409477710724
614119.0,Shares of several banks and financial services companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic. The coronavirus has led to lower investment and economic activity across sectors.,2020-04-01 10:08:00-04:00,HIG,Global Events,0.21504206955432892
48187.0,"CONSOL Energy Earnings Preview: Revenue, Earnings Expected to Fall from Previous Quarter",2011-07-25 13:49:00-04:00,AHGP,Company News,0.48868560791015625
71266.0,UPDATE: Jefferies Raises PT to $38 on Ametek on Accretion From Acquisitions  ,2012-07-12 09:35:00-04:00,AME,Investment News,0.5577361583709717
30210.0,A Peek Into The Market Before The Trading Starts,2012-06-19 07:12:00-04:00,ADSK,Market Trends,0.4057603180408478
71950.0,American Homes 4 Rent Reports Inline Q2 FFO $0.17,2015-08-06 18:55:00-04:00,AMH,Company News,0.5340745449066162
1213484.0,42 Stocks Moving In Thursday's Mid-Day Session,2019-07-18 12:57:00-04:00,TBK,Market Trends,0.35048428177833557
195932.0,13D Filing: Discovery Group I Reports New 5.5% Stake,2015-03-20 16:30:00-04:00,BV,Company News,0.3967025876045227
140768.0,Sterne Agee Maintains Neutral on Bed Bath & Beyond (BBY),2011-04-07 09:35:00-04:00,BBBY,Company News,0.3081989884376526
29740.0,"7 Stocks To Watch For June 20, 2017",2017-06-20 05:25:00-04:00,ADSK,Investment News,0.33424198627471924
583803.0,27 Stocks Moving In Tuesday's Mid-Day Session,2019-10-29 13:10:00-04:00,GRUB,Market Trends,0.30876773595809937
253042.0,"Option Alert: Clean Energy Fuels Shares Spike Higher; Activity in Aug 10, Sep 10 Calls; Currently $9.92",2014-08-01 14:09:00-04:00,CLNE,Investment News,0.33857405185699463
863885.0,Anika Therapeutics Announces U.S. Distribution Agreement for Advanced Wound Care Product,2011-06-01 16:18:00-04:00,MSON,Company News,0.6035717129707336
1029870.0,MAA Shareholders to Own 67.7% of MAA and Post Properties Combined Firm,2016-08-15 06:33:00-04:00,PPS,Market Trends,0.19257651269435883
5463.0,Aaron's Reaffirms FY17 Guidance,2017-10-27 07:08:00-04:00,AAN,Company News,0.6351936459541321
357859.0,Credit Suisse Focus List 5/30/2012,2012-06-01 14:24:00-04:00,DGX,Company News,0.5736994743347168
603348.0,HCA Board Authorizes Additional $2 Billion Share Repurchase Program,2016-11-14 16:45:00-05:00,HCA,Company News,0.3745986521244049
616457.0,"BMO Capital Assumes Hecla Mining at Market Perform, Announces price target $4.75",2017-11-17 08:06:00-05:00,HL,Investment News,0.5101069211959839
17960.0,Accenture Buys Avventa Worldwide,2012-10-09 11:02:00-04:00,ACN,Company News,0.3901979625225067
666432.0,26 Stocks Moving In Tuesday's Pre-Market Session,2018-10-09 08:19:00-04:00,INFI,Market Trends,0.36780962347984314
564303.0,GNC Shares Move to Session Highs as Traders Circulating Unconfirmed Chatter,2017-02-03 11:28:00-05:00,GNC,Investment News,0.2988598942756653
1122396.0,90 Biggest Movers From Yesterday,2020-02-06 05:15:00-05:00,SD,Market Trends,0.3334772288799286
353444.0,The Week Ahead: Fiscal Cliff Deadline Rapidly Approaching,2012-12-14 17:56:00-05:00,DFS,Company News,0.23786601424217224
1311200.0,Saw 3D: Final Attempt Does the Trick for Lions Gate ,2010-11-01 10:39:00-04:00,VIA,Industry Updates,0.20512931048870087
1069184.0,Moody's Affirms Ratings on Rent-A-Center; Outlook Lowered from Positive to Stable,2013-04-29 11:58:00-04:00,RCII,Company News,0.28198421001434326
1254084.0,Trinity Industries Expands its Buyback from $250M to $500M,2017-12-12 08:03:00-05:00,TRN,Company News,0.3644740581512451
1217600.0,Stocks That Hit 52-Week Highs On Thursday,2019-09-05 12:29:00-04:00,TDY,Market Trends,0.3537115752696991
542518.0,15 Biggest Mid-Day Gainers For Wednesday,2016-11-09 12:33:00-05:00,GEO,Market Trends,0.24646350741386414
695988.0,"United Air Shares Down 11.4% Following Q4 Earnings, Co. Pres Comment On Conference Call 'best way to compete with a low-cost carrier is to match prices'; Spirit Shares Down 8%, Delta, American, Alaska Down 7%, Southwest, Hawaiian, JetBlue Down 4%",2018-01-24 12:30:00-05:00,JBLU,Company News,0.6264104843139648
995737.0,Pepsi Raises Qtr. Dividend From $0.9275 To $0.955/Share,2019-02-15 06:12:00-05:00,PEP,Company News,0.4167574644088745
983285.0,"Stocks Which Set New 52-Week High Tues., Aug. 21, 2018",2018-08-21 14:50:00-04:00,PBPB,Investment News,0.3271976113319397
373929.0,Hearing Pareto Securities Downgraded Shares of Diamond Offshore To Sell,2017-11-02 08:41:00-04:00,DO,Investment News,0.49647825956344604
149935.0,Biodelivery Sciences Filing of Buprenorphine 30 Day Injection to Treat Opioid Dependence and Chronic Pain Anticipated in Q3 2016,2016-05-10 07:07:00-04:00,BDSI,Market Trends,0.33468592166900635
1094408.0,Rambus Reports Q3 EPS $0.08 May Not Compare to $-0.23 Est; Revenues $57.5M vs $56.00M Est,2012-10-18 16:10:00-04:00,RMBS,Company News,0.6691846251487732
924985.0,Hearing Barclays Says Northern Trust Outlook Is 'Slightly Mute' As CFO Guided Q3 Net Income Flat To Modestly Lower vs Q2,2018-09-13 15:15:00-04:00,NTRS,Company News,0.3145572543144226
137872.0,"Shares of several oil and gas companies are trading lower as trade concerns continue to escalate following a new 15% tariff, which was added by President Trump to $112 billion worth of Chinese goods on Sunday.",2019-09-03 10:18:00-04:00,BAS,Global Events,0.31439754366874695
270440.0,Canadian National Railway Company Reports Q4 EPS of $0.76 vs $0.78 Est; Revenue of $2.75B vs $2.75B Est,2014-01-30 16:03:00-05:00,CNI,Company News,0.6837376356124878
926588.0,"The Daily Biotech Pulse: FDA Nod For Immunomedics, Lilly's Solid Q1 Beat, Predictive Oncology Restructures Debt",2020-04-23 07:53:00-04:00,NURO,Industry Updates,0.5544862747192383
1358283.0,Windstream Corporation is Sued by Klausner Technologies for Visual Voicemail Patent Infringement   ,2011-05-10 11:18:00-04:00,WIN,Company News,0.5018172860145569
362932.0,Bank of America Reiterates Buy and PT of $49 on Discovery Communications,2011-07-01 08:35:00-04:00,DISCA,Investment News,0.426312118768692
327501.0,U.S. State Department Says Concerned About Reports of New China Cyber-Capability Targeting Internet Content Outside China -Reuters,2015-05-08 11:33:00-04:00,CYBR,Global Events,0.4140344262123108
716982.0,Hearing Prescience Point Has Issued Short Idea On Kellogg; BZ NOTE: Firm Has Not Yet Tweeted On Stock,2018-04-26 09:34:00-04:00,K,Company News,0.4097867012023926
195015.0,Anheuser-Busch Inbev To Exercise Option To Redeem 7.20% Notes -Bloomberg ,2011-05-19 16:57:00-04:00,BUD,Company News,0.47390982508659363
145151.0,Stocks Hitting 52-Week Highs,2012-09-18 10:38:00-04:00,BBSI,Market Trends,0.36524203419685364
831163.0,"Stocks Which Set New 52-Week Low Yesterday, October 10th",2018-10-11 09:11:00-04:00,MLVF,Market Trends,0.30527016520500183
765074.0,L-3 Comm. Beats Estimates  - Analyst Blog,2011-01-27 12:00:00-05:00,LLL,Company News,0.3494430184364319
1268323.0,TeleTech Chairman and CEO Acquires Additional 420K Shares of TeleTech Stock via Option Exercise   ,2011-12-19 16:30:00-05:00,TTEC,Company News,0.5464593768119812
1384877.0,"Benzinga Pro Morning Price Check For Sector ETFs:  Financials (XLF) Up 0.3%, Staples (VDC) Up 0.3%,Healthcare (IYH) Flat 0.04%, Industrials (VIS) Down 0.2%, Retail (XRT) Down 0.4%, Technology (XLK) Down 1.1%, Energy (XLE) Down 1.2%",2019-04-26 09:47:00-04:00,XLK,Industry Updates,0.27925798296928406
72955.0,"Company News for November 29, 2010 - Corporate Summary",2010-11-29 04:23:00-05:00,AMP,Company News,0.9659273624420166
988157.0,CNBC's Stock Pops & Drops From February 6,2015-02-08 21:14:00-05:00,PCLN,Company News,0.6869423985481262
711257.0,Plexus Falls on Weak Outlook - Analyst Blog,2011-01-20 14:38:00-05:00,JNPR,Investment News,0.366554856300354
1214038.0,Prepare To Protect Yourself From Higher Interest Rates (TBT),2011-01-19 16:52:00-05:00,TBT,Market Trends,0.24761629104614258
110158.0,Sterne Agee Remains Bullish On Activision Blizzard Following Earnings,2014-11-05 11:10:00-05:00,ATVI,Investment News,0.49825435876846313
1056455.0,Market Update: U.S. Equity Markets are Mixed Going into the Close,2012-01-20 15:55:00-05:00,QQQ,Market Trends,0.560932993888855
1256476.0,TransCanada Acquisition of Columbia Pipeline Group Receives Stockholder Support,2016-06-22 10:35:00-04:00,TRP,Company News,0.43354424834251404
1117478.0,Star Bulk To Sell Capesize Vessel For $37M,2016-01-21 09:00:00-05:00,SBLK,Company News,0.44786909222602844
602216.0,"Christmas Channel Checks Paint Lululemon A Loser, American Eagle A Winner, Analyst Says",2015-12-28 09:08:00-05:00,HBI,Company News,0.6400179862976074
1090648.0,Raymond James Says Client AUM Grew 4% Y/Y To $505.9B In November,2015-12-22 16:32:00-05:00,RJF,Company News,0.4180251657962799
339750.0,Crude Oil Prices Continue Free Fall,2014-12-16 07:43:00-05:00,DBC,Market Trends,0.3179014027118683
1378886.0,Xcel Energy Announces ATM Offering for Up to $400M,2013-03-05 12:38:00-05:00,XEL,Company News,0.4846893846988678
